Model,Seed,Mult_acc_2,Mult_acc_2_weak,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,R_squre
cmcm,1111,77.08,70.19,69.92,49.71,76.83,36.45,58.62,18.11
