Model,Seed,Mult_acc_2,F1_score,Mult_acc_2_weak,MAE,Corr,Mult_acc_3,Mult_acc_5,R_squre
cmcm,1111,78.72,78.59,71.22,33.04,64.74,70.89,53.29,29.42
